Lemma-id	Grunnform	Funksjon	Orginalkjelde	Alle normerte	Alle_Paradigme_id	Alternativ kode	Kjelde	Ordklasse	Utdyping av ordklasse
36322	hele	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
36322	hele	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
45093	karnøfle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
45093	karnøfle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
45093	karnøfle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
45094	karnefle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
45094	karnefle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
45094	karnefle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
50280	korse	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
50280	korse	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
50280	korse	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
50280	korse	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
50296	korskaste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
50296	korskaste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
50296	korskaste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
54958	leme	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
54958	leme	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
54958	leme	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
58846	male	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
58846	male	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
58846	male	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
58846	male	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
58974	mangdoble	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
58974	mangdoble	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
58974	mangdoble	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
65870	nøste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
65870	nøste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
65870	nøste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
65870	nøste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
66843	openbare	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
66843	openbare	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
66843	openbare	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
66843	openbare	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
74391	vrengle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
74391	vrengle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
74391	vrengle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
75180	ringe	lemma	NN_ORDBOK	015	015 015K1	001	IBM	verb	svak pret_DE perf_T
75180	ringe	lemma	NN_ORDBOK	015	015 015K1	001	IBM	verb	svak pret_DE perf_T
75180	ringe	lemma	NN_ORDBOK	015	015 015K1	001	IBM	verb	svak pret_DE perf_T
75180	ringe	lemma	NN_ORDBOK	015	015 015K1	001	IBM	verb	svak pret_DE perf_T
76105	rygge	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
76105	rygge	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
76105	rygge	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
76395	røyste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
76395	røyste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
76395	røyste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
79106	serprege	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
79106	serprege	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
79106	serprege	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
79106	serprege	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
83547	skrasle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
83547	skrasle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
83547	skrasle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
84550	skume	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
84550	skume	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
84550	skume	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
84550	skume	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
90622	strame	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
90622	strame	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
90622	strame	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
90622	strame	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
91508	stykke	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
91508	stykke	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
91508	stykke	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
91508	stykke	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
91532	styrdne	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
91532	styrdne	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
91532	styrdne	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
91532	styrdne	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
92686	svenske	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
92686	svenske	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
92686	svenske	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
100698	turke	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
100698	turke	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
100698	turke	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
100698	turke	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
100832	turrsalte	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
100832	turrsalte	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
100832	turrsalte	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
102925	ugge	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
102925	ugge	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
102925	ugge	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
104789	ure	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
104789	ure	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
104789	ure	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
106733	utørste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
106733	utørste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
106733	utørste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
106734	utyrste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
106734	utyrste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
106734	utyrste	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
106867	uvete	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
106867	uvete	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
106867	uvete	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
106868	uvite	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
106868	uvite	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
106868	uvite	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
110462	vesle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
110462	vesle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
110462	vesle	lemma	NN_ORDBOK	001	001 001K1	001	IBM	verb	svak pret_A
112526	vyrdsle	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
112526	vyrdsle	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
112526	vyrdsle	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
112526	vyrdsle	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
115103	lame	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
115103	lame	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
115103	lame	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
115103	lame	lemma	NN_ORDBOK		001 001K1	001	IBM	verb	svak pret_A
3738	øygne	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
3738	øygne	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
3738	øygne	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
3739	augne	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
3739	augne	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
3739	augne	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
11841	bylgje	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
11841	bylgje	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
11841	bylgje	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
11841	bylgje	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
12782	clutche	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
12782	clutche	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
12782	clutche	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
12783	kløtsje	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
12783	kløtsje	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
12783	kløtsje	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
16913	eike	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
16913	eike	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
16913	eike	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
16913	eike	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
38479	huie	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
38479	huie	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
38479	huie	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
38480	huje	lemma	NN_ORDBOK		001 001K1	003	IBM	verb	svak pret_A
38480	huje	lemma	NN_ORDBOK		001 001K1	003	IBM	verb	svak pret_A
38480	huje	lemma	NN_ORDBOK		001 001K1	003	IBM	verb	svak pret_A
38480	huje	lemma	NN_ORDBOK		001 001K1	003	IBM	verb	svak pret_A
42931	jasle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
42931	jasle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
42931	jasle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
42932	jatle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
42932	jatle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
42932	jatle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
46405	kjære	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
46405	kjære	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
46405	kjære	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
61788	mone	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
61788	mone	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
61788	mone	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
61789	monne	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
61789	monne	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
61789	monne	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
67002	oppe	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
67002	oppe	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
67002	oppe	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
67579	orde	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
67579	orde	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
67579	orde	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
70089	pisseprate	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
70089	pisseprate	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
70089	pisseprate	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
70090	pissprate	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
70090	pissprate	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
70090	pissprate	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
74003	reile	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
74003	reile	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
74003	reile	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
74390	rengle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
74390	rengle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
74390	rengle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
79975	sine	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
79975	sine	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
79975	sine	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
83548	skratle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
83548	skratle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
83548	skratle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
97236	tøfle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
97236	tøfle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
97236	tøfle	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
97237	tofle	lemma	NN_ORDBOK		001 001K1	003	IBM	verb	svak pret_A
97237	tofle	lemma	NN_ORDBOK		001 001K1	003	IBM	verb	svak pret_A
97237	tofle	lemma	NN_ORDBOK		001 001K1	003	IBM	verb	svak pret_A
97237	tofle	lemma	NN_ORDBOK		001 001K1	003	IBM	verb	svak pret_A
100770	turrbanke	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100770	turrbanke	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100770	turrbanke	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100800	turrhoste	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100800	turrhoste	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100800	turrhoste	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100819	turrmaule	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100819	turrmaule	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100819	turrmaule	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100831	turrprate	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100831	turrprate	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100831	turrprate	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100852	turrtrene	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100852	turrtrene	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
100852	turrtrene	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
102295	tøye	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
102295	tøye	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
102295	tøye	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
102924	uge	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
102924	uge	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
102924	uge	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
104788	urde	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
104788	urde	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
104788	urde	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
112815	våre	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
112815	våre	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
112815	våre	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
113732	økte	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
113732	økte	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
113732	økte	lemma	NN_ORDBOK	001	001 001K1	003	IBM	verb	svak pret_A
16312	døme	lemma	NN_ORDBOK	015 037	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_TE
16312	døme	lemma	NN_ORDBOK	015 037	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_TE
16312	døme	lemma	NN_ORDBOK	015 037	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_TE
16312	døme	lemma	NN_ORDBOK	015 037	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_TE
16312	døme	lemma	NN_ORDBOK	015 037	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_D/T
16312	døme	lemma	NN_ORDBOK	015 037	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_D/T
16312	døme	lemma	NN_ORDBOK	015 037	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_D/T
16312	døme	lemma	NN_ORDBOK	015 037	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_D/T
16312	døme	lemma	NN_ORDBOK	015 037	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_T
16312	døme	lemma	NN_ORDBOK	015 037	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_T
16312	døme	lemma	NN_ORDBOK	015 037	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_T
16312	døme	lemma	NN_ORDBOK	015 037	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_T
39754	høyre	lemma	NN_ORDBOK	015	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_TE
39754	høyre	lemma	NN_ORDBOK	015	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_TE
39754	høyre	lemma	NN_ORDBOK	015	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_TE
39754	høyre	lemma	NN_ORDBOK	015	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_TE
39754	høyre	lemma	NN_ORDBOK	015	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_D/T
39754	høyre	lemma	NN_ORDBOK	015	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_D/T
39754	høyre	lemma	NN_ORDBOK	015	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_D/T
39754	høyre	lemma	NN_ORDBOK	015	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_D/T
39754	høyre	lemma	NN_ORDBOK	015	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_T
39754	høyre	lemma	NN_ORDBOK	015	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_T
39754	høyre	lemma	NN_ORDBOK	015	015 015K1 030 030K1 037 037K1	015	IBM	verb	svak pret_DE perf_T
24276	forfylgje	lemma	NN_ORDBOK	027	027 027K1 028 028K1	027	IBM	verb	svak J-bortfall pret_DE perf_D/T
24276	forfylgje	lemma	NN_ORDBOK	027	027 027K1 028 028K1	027	IBM	verb	svak J-bortfall pret_DE perf_D/T
24276	forfylgje	lemma	NN_ORDBOK	027	027 027K1 028 028K1	027	IBM	verb	svak J-bortfall pret_DE perf_D/T
24276	forfylgje	lemma	NN_ORDBOK	027	027 027K1 028 028K1	027	IBM	verb	svak J-bortfall pret_DE perf_D/T
24276	forfylgje	lemma	NN_ORDBOK	027	027 027K1 028 028K1	027	IBM	verb	svak J-bortfall pret_DE perf_T
24276	forfylgje	lemma	NN_ORDBOK	027	027 027K1 028 028K1	027	IBM	verb	svak J-bortfall pret_DE perf_T
24276	forfylgje	lemma	NN_ORDBOK	027	027 027K1 028 028K1	027	IBM	verb	svak J-bortfall pret_DE perf_T
24276	forfylgje	lemma	NN_ORDBOK	027	027 027K1 028 028K1	027	IBM	verb	svak J-bortfall pret_DE perf_T
25206	forsyrgje	lemma	NN_ORDBOK	027	027 027K1 028 028K1	027	IBM	verb	svak J-bortfall pret_DE perf_D/T
